transaction_id,customer_id,transaction_date,amount,merchant_category,transaction_type,location,device_info,fraud_flag,investigation_status
TXN_00000084,CUST_008612,2023-09-06 22:43:41,4.1,Healthcare,Purchase,Glasgow,Mobile,0,Not Investigated
TXN_00000085,CUST_003360,2023-08-26 20:25:37,45.18,Healthcare,Purchase,Sheffield,Desktop,0,Not Investigated
TXN_00000086,CUST_013126,2022-09-08 19:14:46,6.71,Entertainment,Purchase,London,Chip,0,Not Investigated
TXN_00000087,CUST_004317,2023-09-10 17:17:41,20.29,Entertainment,Purchase,Sheffield,ATM,0,Not Investigated
TXN_00000088,CUST_016076,2024-06-07 05:33:54,3.56,Online Shopping,Purchase,Birmingham,ATM,0,Not Investigated
TXN_00000089,CUST_020701,2024-01-09 10:37:54,27.66,Restaurants,Purchase,Bristol,ATM,0,Not Investigated
TXN_00000090,CUST_021652,2024-07-13 03:10:54,67.34,Restaurants,Purchase,Manchester,Chip,0,Not Investigated
TXN_00000091,CUST_011085,2023-06-17 09:01:55,28.11,Online Shopping,Purchase,Birmingham,ATM,0,Not Investigated
TXN_00000092,CUST_017560,2023-07-11 15:33:33,14.89,Entertainment,Purchase,Glasgow,Chip,0,Not Investigated
TXN_00000093,CUST_005915,2022-11-17 03:16:50,13.01,Online Shopping,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00000094,CUST_014925,2024-12-17 08:14:40,157.15,Groceries,Purchase,Liverpool,Chip,0,Not Investigated
TXN_00000095,CUST_009507,2023-08-30 01:19:09,8.4,Entertainment,Purchase,Liverpool,ATM,0,Not Investigated
TXN_00000096,CUST_014791,2022-02-01 21:52:33,5.81,Utilities,Purchase,Newcastle,ATM,0,Not Investigated
TXN_00000097,CUST_022055,2023-09-29 07:42:18,5.31,Online Shopping,Purchase,Leeds,Desktop,0,Not Investigated
TXN_00000098,CUST_013813,2023-03-12 12:52:49,59.45,Fuel,Purchase,Glasgow,Chip,0,Not Investigated
TXN_00000099,CUST_010599,2024-06-08 15:59:53,431.91,Fuel,Purchase,Newcastle,Desktop,0,Not Investigated
TXN_00000100,CUST_004495,2023-09-03 17:02:36,177.09,Online Shopping,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00000101,CUST_001167,2024-10-04 03:49:42,55.48,Fuel,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00000102,CUST_007940,2022-08-03 20:01:13,19.33,Online Shopping,Purchase,Glasgow,Mobile,0,Not Investigated
TXN_00000103,CUST_010407,2022-07-05 22:19:12,14.8,Restaurants,Purchase,Liverpool,Chip,0,Not Investigated
TXN_00000104,CUST_016438,2024-05-28 01:07:53,276.43,Transfer,Transfer,London,ATM,1,Confirmed
TXN_00000105,CUST_020139,2024-01-20 22:03:14,22.06,Travel,Purchase,Bristol,ATM,0,Not Investigated
TXN_00000106,CUST_006954,2023-10-31 04:18:23,238.67,ATM,ATM Withdrawal,Newcastle,ATM,0,Not Investigated
TXN_00000107,CUST_007483,2023-06-25 01:40:14,4.38,Fuel,Purchase,Newcastle,Mobile,0,Not Investigated
TXN_00000108,CUST_020855,2024-02-23 06:34:23,14.55,Groceries,Purchase,London,ATM,0,Not Investigated
TXN_00000109,CUST_002918,2024-03-27 18:51:32,379.03,ATM,ATM Withdrawal,Bristol,Mobile,0,Not Investigated
TXN_00000110,CUST_003501,2023-09-13 06:42:47,124.17,Groceries,Purchase,London,Contactless,0,Not Investigated
TXN_00000111,CUST_012191,2024-10-18 08:12:34,37.34,Restaurants,Purchase,Glasgow,Desktop,0,Not Investigated
TXN_00000112,CUST_009263,2022-02-11 09:14:30,234.33,Restaurants,Purchase,Cardiff,Mobile,0,Not Investigated
TXN_00000113,CUST_006231,2024-05-01 04:11:18,11.76,Entertainment,Purchase,Cardiff,Desktop,0,Not Investigated
TXN_00000114,CUST_015406,2022-06-25 16:36:17,17.7,Entertainment,Purchase,Manchester,Mobile,0,Not Investigated
TXN_00000115,CUST_001999,2022-09-19 20:57:26,284.29,Groceries,Purchase,Cardiff,ATM,0,Not Investigated
TXN_00000116,CUST_002306,2023-06-30 20:28:54,68.45,Utilities,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00000117,CUST_017073,2022-07-08 00:28:26,8.99,Entertainment,Purchase,Birmingham,Mobile,0,Not Investigated
TXN_00000118,CUST_021737,2024-09-21 21:24:15,17.62,Entertainment,Purchase,Sheffield,ATM,0,Not Investigated
TXN_00000119,CUST_014933,2022-05-09 09:47:37,23.41,Groceries,Purchase,Sheffield,Mobile,0,Not Investigated
TXN_00000120,CUST_020944,2022-12-06 07:35:45,75.14,Groceries,Purchase,London,Contactless,0,Not Investigated
TXN_00000121,CUST_015119,2022-12-21 02:10:44,12.96,Restaurants,Purchase,Leeds,Desktop,0,Not Investigated
TXN_00000122,CUST_000595,2024-08-19 06:00:22,790.79,Healthcare,Purchase,Glasgow,Desktop,0,Not Investigated
TXN_00000123,CUST_019924,2024-03-19 01:06:44,18.62,Entertainment,Purchase,Newcastle,Desktop,0,Not Investigated
TXN_00000124,CUST_014103,2024-06-30 01:15:13,21.07,Online Shopping,Purchase,Liverpool,Mobile,0,Not Investigated
TXN_00000125,CUST_014678,2024-02-15 18:47:13,330.35,Restaurants,Purchase,Newcastle,Desktop,0,Not Investigated
TXN_00000126,CUST_013184,2024-01-11 02:46:57,265.08,Groceries,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00000127,CUST_019491,2022-09-26 20:47:06,69.38,Fuel,Purchase,Bristol,Desktop,0,Not Investigated
TXN_00000128,CUST_018412,2024-02-09 10:31:12,13.2,Groceries,Purchase,Manchester,Mobile,0,Not Investigated
TXN_00000129,CUST_015982,2022-03-20 05:34:15,15.2,Travel,Purchase,Cardiff,Mobile,0,Not Investigated
TXN_00000130,CUST_006828,2024-06-10 12:21:23,1.91,Restaurants,Purchase,Bristol,ATM,0,Not Investigated
TXN_00000131,CUST_008750,2023-02-17 07:40:21,34.18,Online Shopping,Purchase,Leeds,Contactless,0,Not Investigated
TXN_00000132,CUST_016517,2022-04-16 06:52:34,9.48,Online Shopping,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00000133,CUST_017089,2023-08-14 07:05:13,41.79,Online Shopping,Purchase,Manchester,Contactless,0,Not Investigated
TXN_00000134,CUST_017141,2024-05-11 08:42:21,52.43,Utilities,Purchase,Manchester,Mobile,0,Not Investigated
TXN_00000135,CUST_003126,2023-04-24 22:43:23,25.82,Transfer,Transfer,Manchester,ATM,0,Not Investigated
TXN_00000136,CUST_012180,2022-04-07 05:42:34,19.57,Restaurants,Purchase,Manchester,Desktop,0,Not Investigated
TXN_00000137,CUST_021623,2023-09-11 05:31:39,1.0,Restaurants,Purchase,London,Desktop,0,Not Investigated
TXN_00000138,CUST_021404,2024-11-18 05:35:10,2.99,Entertainment,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00000139,CUST_016876,2022-04-20 15:30:52,78.27,Restaurants,Purchase,Cardiff,Desktop,0,Not Investigated
TXN_00000140,CUST_013718,2023-07-20 22:33:43,21.87,Utilities,Purchase,Leeds,Mobile,0,Not Investigated
TXN_00000141,CUST_003365,2024-01-21 17:16:43,43.0,Restaurants,Purchase,Glasgow,ATM,0,Not Investigated
TXN_00000142,CUST_012708,2024-11-26 08:37:10,1.77,Groceries,Purchase,Birmingham,Desktop,0,Not Investigated
TXN_00000143,CUST_017237,2022-10-24 16:37:50,274.9,Transfer,Transfer,London,Desktop,0,Not Investigated
TXN_00000144,CUST_023409,2023-10-21 18:58:58,4.24,Fuel,Purchase,Glasgow,ATM,0,Not Investigated
TXN_00000145,CUST_023594,2023-01-05 09:30:12,87.94,Fuel,Purchase,Sheffield,Mobile,0,Not Investigated
TXN_00000146,CUST_022207,2023-07-12 14:26:54,6.63,Groceries,Purchase,Bristol,ATM,0,Not Investigated
TXN_00000147,CUST_022428,2023-10-04 10:13:48,72.51,Groceries,Purchase,Birmingham,ATM,0,Not Investigated
TXN_00000148,CUST_018681,2022-05-03 09:10:44,98.77,Groceries,Purchase,Liverpool,Desktop,0,Not Investigated
TXN_00000149,CUST_016261,2024-07-25 09:19:51,22.78,Restaurants,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00000150,CUST_023717,2024-11-22 23:28:44,102.53,Utilities,Purchase,Manchester,Contactless,0,Not Investigated
TXN_00000151,CUST_012734,2022-03-06 03:47:57,28.64,Restaurants,Purchase,Leeds,Chip,0,Not Investigated
TXN_00000152,CUST_018167,2023-11-01 10:06:33,648.44,Groceries,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00000153,CUST_022231,2022-08-11 12:31:42,116.56,Restaurants,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00000154,CUST_013934,2024-09-23 08:22:18,205.97,Restaurants,Purchase,Glasgow,ATM,0,Not Investigated
TXN_00000155,CUST_023206,2024-04-19 23:10:27,110.88,Online Shopping,Purchase,London,Desktop,0,Not Investigated
TXN_00000156,CUST_000457,2022-10-22 05:29:00,26.52,Online Shopping,Purchase,London,ATM,0,Not Investigated
TXN_00000157,CUST_010327,2023-08-24 09:40:35,75.92,Restaurants,Purchase,Cardiff,Desktop,0,Not Investigated
TXN_00000158,CUST_000524,2022-01-22 10:54:56,266.84,Groceries,Purchase,Newcastle,Mobile,0,Not Investigated
TXN_00000159,CUST_006866,2022-02-22 21:10:37,2.85,Online Shopping,Purchase,Sheffield,Mobile,0,Not Investigated
TXN_00000160,CUST_022904,2023-09-05 04:12:51,50.44,Healthcare,Purchase,Bristol,ATM,0,Not Investigated
TXN_00000161,CUST_012435,2023-05-09 10:21:28,4.56,Fuel,Purchase,London,ATM,0,Not Investigated
TXN_00000162,CUST_012439,2022-06-24 11:11:49,16.78,Transfer,Transfer,London,Contactless,0,Not Investigated
TXN_00000163,CUST_017195,2022-06-18 22:07:51,1061.41,Healthcare,Purchase,Birmingham,ATM,0,Not Investigated
TXN_00000164,CUST_016369,2023-10-27 18:11:02,3.04,Online Shopping,Purchase,Cardiff,Chip,0,Not Investigated
TXN_00000165,CUST_024929,2024-02-23 13:14:43,32.57,Groceries,Purchase,Newcastle,ATM,0,Not Investigated
TXN_00000166,CUST_008106,2022-01-17 18:22:43,29.52,Fuel,Purchase,Sheffield,Desktop,0,Not Investigated
TXN_00000167,CUST_009179,2022-12-10 01:03:36,204.78,Restaurants,Purchase,Birmingham,Chip,0,Not Investigated
TXN_00000168,CUST_020784,2022-05-27 20:49:00,73.44,ATM,ATM Withdrawal,Sheffield,Desktop,0,Not Investigated
TXN_00000169,CUST_016122,2023-02-08 01:54:16,47.4,Fuel,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00000170,CUST_007084,2022-05-18 04:54:01,574.46,Groceries,Purchase,London,Chip,0,Not Investigated
TXN_00000171,CUST_010799,2023-01-02 11:32:52,13.3,Groceries,Purchase,London,Mobile,0,Not Investigated
TXN_00000172,CUST_000655,2024-09-30 14:13:43,19.49,Online Shopping,Purchase,Newcastle,Mobile,0,Not Investigated
TXN_00000173,CUST_005816,2023-12-26 20:56:22,101.09,Restaurants,Purchase,Sheffield,Chip,0,Not Investigated
TXN_00000174,CUST_007500,2023-07-26 11:39:30,3.61,Utilities,Purchase,London,Contactless,0,Not Investigated
TXN_00000175,CUST_002804,2024-09-25 05:08:55,130.93,Healthcare,Purchase,Birmingham,ATM,0,Not Investigated
TXN_00000176,CUST_014142,2024-06-29 20:54:18,95.16,Restaurants,Purchase,Bristol,Contactless,0,Not Investigated
TXN_00000177,CUST_020365,2022-08-17 18:05:20,38.46,Online Shopping,Purchase,Cardiff,Mobile,0,Not Investigated
TXN_00000178,CUST_023347,2023-10-28 17:16:16,3.93,Fuel,Purchase,London,ATM,0,Not Investigated
TXN_00000179,CUST_022679,2022-07-10 21:28:25,12.26,Travel,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00000180,CUST_024379,2024-09-26 22:02:48,1.2,Entertainment,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00000181,CUST_010695,2022-08-30 03:32:25,2.92,Groceries,Purchase,Sheffield,ATM,0,Not Investigated
TXN_00000182,CUST_011609,2023-10-24 12:48:17,249.41,Entertainment,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00000183,CUST_001917,2023-02-13 06:11:49,188.99,Groceries,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00000184,CUST_000884,2022-04-04 08:12:52,58.71,Restaurants,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00000185,CUST_003719,2023-02-15 00:57:59,8.49,Restaurants,Purchase,Glasgow,Chip,0,Not Investigated
TXN_00000186,CUST_008513,2022-03-06 06:32:08,10.7,Transfer,Transfer,Bristol,ATM,0,Not Investigated
TXN_00000187,CUST_019308,2023-11-14 11:48:17,11.21,Groceries,Purchase,Glasgow,Mobile,0,Not Investigated
TXN_00000188,CUST_002683,2024-06-23 13:53:45,28.39,Fuel,Purchase,Glasgow,Chip,0,Not Investigated
TXN_00000189,CUST_004411,2024-04-30 23:32:49,89.46,Groceries,Purchase,Leeds,Desktop,0,Not Investigated
TXN_00000190,CUST_006411,2022-09-18 14:32:16,47.73,Online Shopping,Purchase,Manchester,Mobile,0,Not Investigated
TXN_00000191,CUST_021457,2024-10-19 01:48:28,690.42,Healthcare,Purchase,Glasgow,Mobile,0,Not Investigated
TXN_00000192,CUST_021481,2022-02-08 19:43:44,25.08,Online Shopping,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00000193,CUST_011812,2024-09-08 18:54:21,22.99,Restaurants,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00000194,CUST_016341,2023-10-22 08:43:47,56.29,Restaurants,Purchase,London,Contactless,0,Not Investigated
TXN_00000195,CUST_001390,2022-10-26 01:28:35,97.6,Utilities,Purchase,Leeds,ATM,0,Not Investigated
TXN_00000196,CUST_005061,2023-01-18 13:20:28,19.82,Fuel,Purchase,Manchester,Desktop,0,Not Investigated
TXN_00000197,CUST_021410,2022-05-29 00:12:59,59.54,Groceries,Purchase,Bristol,Contactless,0,Not Investigated
TXN_00000198,CUST_012614,2023-05-26 05:51:10,93.15,Transfer,Transfer,Birmingham,Chip,0,Not Investigated
TXN_00000199,CUST_017328,2024-10-28 12:29:20,56.37,Transfer,Transfer,Newcastle,Chip,0,Not Investigated
TXN_00000200,CUST_000709,2022-04-03 08:23:49,394.11,Healthcare,Purchase,Newcastle,Chip,0,Not Investigated
TXN_00000201,CUST_012250,2023-09-30 22:52:47,2.8,Online Shopping,Purchase,Newcastle,Mobile,0,Not Investigated
TXN_00000202,CUST_005963,2024-09-16 19:06:42,6.18,Groceries,Purchase,Birmingham,Chip,0,Not Investigated
TXN_00000203,CUST_018483,2024-01-20 20:01:10,14.9,Groceries,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00000204,CUST_014149,2024-08-07 03:25:55,182.31,Online Shopping,Purchase,Liverpool,Contactless,0,Not Investigated
TXN_00000205,CUST_009424,2022-09-22 14:21:29,158.09,Restaurants,Purchase,Newcastle,Desktop,0,Not Investigated
TXN_00000206,CUST_015072,2023-10-12 03:58:19,5.22,Entertainment,Purchase,Newcastle,Chip,0,Not Investigated
TXN_00000207,CUST_016517,2023-02-27 04:00:31,45.14,Fuel,Purchase,Bristol,Mobile,0,Not Investigated
TXN_00000208,CUST_023823,2022-09-20 22:36:32,4.04,Fuel,Purchase,Leeds,ATM,0,Not Investigated
TXN_00000209,CUST_002414,2022-01-19 03:25:28,10.39,Transfer,Transfer,Glasgow,Desktop,0,Not Investigated
TXN_00000210,CUST_011358,2024-11-24 01:23:18,34.74,Restaurants,Purchase,Birmingham,Desktop,0,Not Investigated
TXN_00000211,CUST_015907,2023-11-27 18:02:23,59.43,Utilities,Purchase,Glasgow,Mobile,0,Not Investigated
TXN_00000212,CUST_014389,2022-05-08 07:23:55,6.27,Restaurants,Purchase,Manchester,ATM,0,Not Investigated
TXN_00000213,CUST_010791,2022-09-29 10:47:36,49.49,Restaurants,Purchase,Glasgow,ATM,0,Not Investigated
TXN_00000214,CUST_009367,2022-04-26 11:42:39,4.14,Online Shopping,Purchase,Leeds,Contactless,0,Not Investigated
TXN_00000215,CUST_012929,2022-06-03 10:54:44,66.12,Fuel,Purchase,London,ATM,0,Not Investigated
TXN_00000216,CUST_001532,2022-11-01 17:21:38,18.89,Travel,Purchase,Birmingham,Desktop,0,Not Investigated
TXN_00000217,CUST_015473,2024-08-30 13:20:38,19.42,Healthcare,Purchase,Newcastle,Contactless,0,Not Investigated
TXN_00000218,CUST_006738,2024-03-15 00:52:21,228.13,Groceries,Purchase,Liverpool,Chip,0,Not Investigated
TXN_00000219,CUST_019576,2023-12-18 17:07:04,238.6,Travel,Purchase,Liverpool,Desktop,0,Not Investigated
TXN_00000220,CUST_022036,2022-07-04 03:55:32,34.02,Transfer,Transfer,Newcastle,Desktop,0,Not Investigated
TXN_00000221,CUST_010465,2022-09-06 09:18:31,49.41,Online Shopping,Purchase,Newcastle,ATM,0,Not Investigated
TXN_00000222,CUST_011789,2023-12-01 18:33:01,44.43,Utilities,Purchase,Cardiff,Desktop,0,Not Investigated
TXN_00000223,CUST_014632,2022-02-09 15:55:01,58.66,Restaurants,Purchase,Glasgow,Contactless,0,Not Investigated
TXN_00000224,CUST_017411,2024-03-22 07:33:44,1.86,Entertainment,Purchase,Bristol,ATM,0,Not Investigated
TXN_00000225,CUST_017535,2022-12-29 19:10:29,55.76,Groceries,Purchase,London,Contactless,0,Not Investigated
